,ETF Name,Prev. Close,Todays Range,ROI (TTM),Open,52 wk Range,Dividends (TTM),Volume,Market Cap,Dividend Yield,Average Vol. (3m),Total Assets,Beta,1-Year Change,Shares Outstanding,Asset Class,Date
0,First Asset Energy Giants Common,3.88,3.87 - 3.98,,3.87,2.64 - 7.01,,9003.0,,,36653.0,,,- 43.63%,,Equity,2020-07-14
0,Invesco S&P Europe 350 Equal Weight,17.39,17.69 - 17.8,,17.69,13.73 - 20.62,,,,,218.0,,,- 5.67%,,Equity,2020-07-14
0,Dynamic iShares Active U.S. Dividend,37.39,37.14 - 37.74,,37.31,27.7 - 38.61,,10000.0,,,23354.0,,,10.27%,,Equity,2020-07-14
0,iShares S&P TSX Canadian Dividend Aristocrats Comm,22.53,22.5 - 22.86,,22.5,16.29 - 30.22,,13413.0,,,50435.0,,,- 15.3%,,Equity,2020-07-14
0,Horizons Marijuana Life Sciences,5.1,5.18 - 5.35,,5.18,3.51 - 13.08,,,,,2762.0,,,- 59.92%,,Equity,2020-07-14
0,iShares MSCI All Country World Mini,42.75,42.76 - 43.09,,42.76,36.27 - 46.88,,2300.0,,,10737.0,,,- 0.74%,,Equity,2020-07-14
0,Horizons Enhanced Income Energy Common Class,4.18,4.29 - 4.34,,4.29,2.34 - 8.07,,432.0,,,4615.0,,,- 43.71%,,Equity,2020-07-14
0,Picton Mahoney Fortified Income Alternative Fund,10.18,10.16 - 10.21,,10.21,8.6 - 10.5,,5851.0,,,17778.0,,,,,,2020-07-14
0,BMO Ultra Short-Term Bond,50.77,50.76 - 50.77,,50.76,50.13 - 51.13,,13031.0,,,18961.0,,,- 0.63%,,,2020-07-14
0,Franklin FTSE Europe ex U.K.,21.88,22.17 - 22.45,,22.17,16.25 - 23.44,,1445.0,,,820.0,,,5.01%,,Equity,2020-07-14
0,Horizons Active High Yield Bond CommonClass,8.63,8.59 - 8.7,,8.7,5.25 - 9.8,,7912.0,,,7028.0,,,- 10.66%,,,2020-07-14
0,Mackenzie Canadian Short Term Fixed Income,20.46,20.39 - 20.47,,20.47,18.46 - 20.47,,,,,4488.0,,,1.65%,,Equity,2020-07-14
0,BMO Low Vol Int Eq,23.27,23.45 - 23.45,,23.45,19 - 26.31,,1051.0,,,3722.0,,,- 5.63%,,Equity,2020-07-14
0,iShares Global Real Estate Common Class,26.82,26.88 - 27.24,,26.88,22.24 - 33.76,,7380.0,,,6177.0,,,- 13.03%,,Equity,2020-07-14
0,Mackenzie Maximum Diversification EM,24.38,24.07 - 24.28,,24.07,17.15 - 24.78,,3100.0,,,7034.0,,,4.07%,,Equity,2020-07-14
0,Harvest US Bank Leaders Income,10.92,11.36 - 11.43,,11.36,8.57 - 17.13,,,,,5510.0,,,- 29.24%,,Equity,2020-07-14
0,Harvest Global REIT Leaders Income,8.46,8.44 - 8.46,,8.46,6.49 - 10.85,,2026.0,,,3211.0,,,- 17.25%,,Equity,2020-07-14
0,BMO Floating Rate High Yield,13.59,13.45 - 13.61,,13.61,11.84 - 15.86,,4383.0,,,15825.0,,,- 14%,,,2020-07-14
0,BMO Long Corporate Bond,20.19,20.22 - 20.3,,20.22,14.52 - 21.4,,4656.0,,,18176.0,,,5.56%,,,2020-07-14
0,BMO Balanced,32.76,32.59 - 32.7,,32.59,25.07 - 33.74,,1593.0,,,3277.0,,,4.04%,,Equity,2020-07-14
0,BMO Covered Call Dow Jones Industrial Average(CAD,21.29,21.14 - 21.52,,21.19,15.15 - 24.74,,8486.0,,,10420.0,,,- 9.16%,,Equity,2020-07-14
0,TD Global Technology Leaders,21.29,20.77 - 21.45,,21.22,14.14 - 22.09,,67124.0,,,66388.0,,,39.11%,,Equity,2020-07-14
0,iShares US High Yield Fixed Income (CAD Hedged) Co,17.16,17.05 - 17.27,,17.05,11.9 - 18.73,,4911.0,,,7858.0,,,- 6.95%,,,2020-07-14
0,One Global Equity,25.14,24.96 - 24.96,,24.96,18.27 - 27.85,,1800.0,,,1648.0,,,- 1.81%,,Equity,2020-07-14
0,BMO MSCI USA High Quality,45.35,44.9 - 45.75,,45.23,34.06 - 46.08,,4264.0,,,10992.0,,,19.05%,,Equity,2020-07-14
0,iShares Canadian Real Return Bond,26.3,26.26 - 26.4,,26.33,20.46 - 26.98,,9869.0,,,15515.0,,,6.07%,,,2020-07-14
0,BetaPro S&P TSX Capped Financials 2x Daily Bull,26.55,26.26 - 27.25,,26.33,15.75 - 49.07,,15780.0,,,24064.0,,,- 32.46%,,Equity,2020-07-14
0,BMO US Put Write,15.12,15.18 - 15.18,,15.18,12.65 - 16.62,,200.0,,,2798.0,,,- 7.33%,,Other,2020-07-14
0,BMO Mid Corporate Bond,17.29,17.31 - 17.32,,17.32,12.59 - 17.5,,10243.0,,,15402.0,,,4.21%,,,2020-07-14
0,First Trust AlphaDEX US Technology,55.07,54.39 - 54.95,,54.39,34.86 - 57.91,,1064.0,,,1561.0,,,24.43%,,Equity,2020-07-14
0,BMO Mid Term US IG Corp Bond,21.34,21.39 - 21.44,,21.39,17.86 - 21.69,,1993.0,,,9163.0,,,11.9%,,,2020-07-14
0,Harvest US Bank Leaders Income ETF,10.98,10.9 - 11.01,,10.9,8.3 - 17.25,,12700.0,,,11156.0,,,- 30.49%,,Equity,2020-07-14
0,CI First Asset High Interest Savings,50.02,50.01 - 50.02,,50.02,49.94 - 50.09,,1859.0,,,11390.0,,,- 0.1%,,Other,2020-07-14
0,PIMCO Investment Grade Credit Fund,20.56,20.64 - 20.64,,20.64,15.88 - 21.67,,400.0,,,1334.0,,,4.51%,,Equity,2020-07-14
0,Vanguard US Div Appreciat,55.09,54.8 - 56.1,,54.8,43.42 - 59.09,,6429.0,,,11854.0,,,6.6%,,Equity,2020-07-14
0,Mackenzie Core Plus Canadian Fixed Income,22.37,22.38 - 22.39,,22.39,18.77 - 22.48,,700.0,,,4955.0,,,7.85%,,,2020-07-14
0,iShares Premium Money Market Common Class,50.0,50 - 50.01,,50.01,49.99 - 50.08,,14910.0,,,23535.0,,,- 0.08%,,,2020-07-14
0,Mackenzie Core Plus Canadian Fixed Income,22.37,22.38 - 22.39,,22.39,18.77 - 22.48,,700.0,,,4955.0,,,7.85%,,,2020-07-14
0,BMO MSCI Emerging Markets,20.95,20.67 - 21,,20.75,15.6 - 21.34,,37019.0,,,22208.0,,,6.01%,,Equity,2020-07-14
0,Hamilton Capital Canadian Bank Dynamic-Weight,12.17,11.96 - 12,,12.0,10 - 15.78,,,,,5949.0,,,- 19.84%,,Equity,2020-07-14
0,First Asset Morningstar Intl Value CAD Hedged Comm,19.25,19.4 - 19.5,,19.5,15.4 - 25.92,,,,,1681.0,,,- 17.62%,,Equity,2020-07-14
0,BMO US High Dividend Covered Call Hedged to CAD,16.33,16.21 - 16.48,,16.21,12.26 - 20.86,,6804.0,,,9376.0,,,- 16.64%,,Equity,2020-07-14
0,iShares S&P/TSX Capped Utilities,26.12,26.18 - 26.62,,26.2,18.56 - 30.23,,250362.0,,,98846.0,,,9.06%,,Equity,2020-07-14
0,Vanguard FTSE Developed Europe All,27.3,27.25 - 27.74,,27.25,20.69 - 30.58,,5067.0,,,4721.0,,,- 1%,,Equity,2020-07-14
0,iShares Core S&P/TSX Composite High Dividend,17.09,17.03 - 17.4,,17.03,12.58 - 23.35,,67517.0,,,91034.0,,,- 18.36%,,Equity,2020-07-14
0,Vanguard US Total Market (CAD Hedged),58.88,58.5 - 59.74,,58.88,39.99 - 64.88,,9715.0,,,16905.0,,,3.06%,,Equity,2020-07-14
0,BMO Mid Provincial Bond,16.2,16.19 - 16.2,,16.2,14.85 - 16.22,,4165.0,,,17435.0,,,6.16%,,,2020-07-14
0,iShares Canadian Government Bond,23.53,23.54 - 23.57,,23.55,21.68 - 24.5,,32233.0,,,49106.0,,,6.46%,,,2020-07-14
0,BMO US Put Write USD,14.78,14.85 - 14.85,,14.85,12.08 - 16.83,,,,,2860.0,,,- 11.45%,,Other,2020-07-14
0,Purpose Tactical Asset Allocation,23.76,23.74 - 23.95,,23.75,19 - 24.02,,13446.0,,,23331.0,,,8.47%,,Other,2020-07-14
0,iShares Silver Bullion,10.11,10.25 - 10.32,,10.25,6.69 - 10.32,,2337.0,,,6128.0,,,30.42%,,Commodity,2020-07-14
0,Vanguard Global Value Factor,26.13,26.1 - 26.52,,26.1,19.25 - 34.8,,3109.0,,,3102.0,,,- 17.07%,,Equity,2020-07-14
0,iShares FactorSelect MSCI EAFE CAD,22.37,22.13 - 22.35,,22.14,17.46 - 26.11,,3600.0,,,1076.0,,,- 9.37%,,Equity,2020-07-14
0,iShares Edge MSCI Min Vol USA,56.06,56.12 - 56.98,,56.12,45.16 - 62.92,,9701.0,,,13826.0,,,1.37%,,Equity,2020-07-14
0,Mackenzie Maximum Diversification All World DM ex,22.35,22.17 - 22.45,,22.45,17.52 - 23,,,,,4007.0,,,2.45%,,Equity,2020-07-14
0,First Asset Canadian Convertible Bond Common Class,9.17,9.25 - 9.25,,9.25,6.8 - 10.36,,,,,5352.0,,,- 3.34%,,,2020-07-14
0,iShares Balanced Income CorePortfolio Common Class,23.82,23.72 - 23.97,,23.74,19.23 - 24.64,,19549.0,,,25308.0,,,4.67%,,Other,2020-07-14
0,Fidelity U.S. Low Volatility Index,30.97,31.3 - 31.3,,31.3,23.98 - 33.14,,400.0,,,1654.0,,,7.3%,,Equity,2020-07-14
0,Horizons US Marijuana,13.91,13.69 - 13.94,,13.9,6 - 28.8,,1099.0,,,3071.0,,,- 48.29%,,Equity,2020-07-14
0,BMO US Dividend,28.3,28.09 - 28.52,,28.2,22.67 - 35.54,,6458.0,,,8980.0,,,- 11.65%,,Equity,2020-07-14
0,Harvest Equal Weight Global Utilities Income,17.99,17.99 - 18.18,,18.02,15.35 - 23.51,,10850.0,,,5784.0,,,- 15.61%,,Equity,2020-07-14
0,iShares Edge MSCI Multifactor EAFE,21.3,21.72 - 21.72,,21.72,17.07 - 24.2,,100.0,,,1744.0,,,- 4.23%,,Equity,2020-07-14
0,iShares MSCI Canada Minimum Volatil,28.33,28.4 - 28.76,,28.4,22 - 34.19,,2544.0,,,6316.0,,,- 7.47%,,Equity,2020-07-14
0,iShares S&P/TSX Small Cap,13.12,12.86 - 13.04,,12.86,8.23 - 15.49,,1092.0,,,23465.0,,,- 12.19%,,Equity,2020-07-14
0,PowerShares S&P/TSX Composite Low Volatility,25.63,25.66 - 25.8,,25.67,20.31 - 32.75,,4615.0,,,7640.0,,,- 11.67%,,Equity,2020-07-14
0,iShares Floating Rate,20.08,20.07 - 20.1,,20.07,18.5 - 20.17,,5400.0,,,16876.0,,,- 0.2%,,,2020-07-14
0,AGFiQ Enhanced Global Infrastructure,27.52,27.41 - 27.76,,27.41,22.35 - 32.58,,6878.0,,,43434.0,,,- 5.83%,,Equity,2020-07-14
0,Mackenzie Maximum Diversification All World Develo,26.17,26.23 - 26.29,,26.23,19.92 - 26.61,,663.0,,,3634.0,,,8.73%,,Equity,2020-07-14
0,IShares Global Government Bond (CAD-Hedged),21.96,21.86 - 22,,21.99,20.45 - 22.4,,12218.0,,,162474.0,,,4.97%,,,2020-07-14
0,PowerShares Canadian Dividend,23.07,22.93 - 23.47,,22.93,17.5 - 30.48,,12067.0,,,28273.0,,,- 14.45%,,Equity,2020-07-14
0,Vanguard Global ex US Aggregate Bon,27.68,27.76 - 27.78,,27.77,26.05 - 28.57,,2147.0,,,6978.0,,,0.33%,,,2020-07-14
0,Hamilton Capital Australian Financials Yield,12.81,12.82 - 12.93,,12.84,9.89 - 18.07,,,,,14597.0,,,- 26.24%,,Equity,2020-07-14
0,BMO Equal Weight US Health Care (CAD Hedged),62.44,62.2 - 64.04,,62.28,42.54 - 64.12,,4898.0,,,8656.0,,,16.99%,,Equity,2020-07-14
0,Sprott Physical Silver,9.42,9.38 - 9.58,,9.48,6.26 - 9.58,,46783.0,,,51730.0,,,28.46%,,Commodity,2020-07-14
0,Horizons Global Sustainability Leaders,34.85,34.5 - 35,,34.5,22.65 - 35.47,,789.0,,,2905.0,,,22.16%,,Equity,2020-07-14
0,First Asset Active Credit Common,8.46,8.48 - 8.48,,8.48,7.2 - 9.67,1.75,,25380000.0,7.5%,2942.0,27510000.0,0.3,- 11.02%,2337565.0,,2020-07-14
0,Purpose Tactical Investment Grade B,18.5,18.53 - 18.53,,18.53,15.84 - 19.15,,200.0,,,1595.0,,,- 2.22%,,,2020-07-14
0,NBI Liquid Alternatives,21.4,21.34 - 21.43,,21.38,15.91 - 22.1,,1300.0,,,1608.0,,,2.29%,,Equity,2020-07-14
0,RBC U.S. Banks Yield,13.92,13.94 - 13.96,,13.96,11.22 - 21.4,,,,,956.0,,,- 24.73%,,Equity,2020-07-14
0,Horizons EURO STOXX 50 Class A,31.86,32.53 - 32.68,,32.53,19.28 - 34.22,,,,,4065.0,,,3.46%,,Equity,2020-07-14
0,Vanguard FTSE Developed All Cap Ex US,38.22,38.29 - 38.74,,38.29,28.92 - 43.97,,3849.0,,,19481.0,,,- 4.49%,,Equity,2020-07-14
0,BMO Short Provincial Bond,13.57,13.58 - 13.58,,13.58,13.18 - 13.61,,2900.0,,,11158.0,,,1.72%,,,2020-07-14
0,BMO MSCI EAFE (CAD Hedged),20.13,20.13 - 20.42,,20.13,15.67 - 23.45,,4914.0,,,9418.0,,,- 5.86%,,Equity,2020-07-14
0,BMO Dow Jones Industrial Average (CAD Hedged),42.4,42.4 - 43.31,,42.49,29.25 - 48.9,,7388.0,,,25421.0,,,- 4.5%,,Equity,2020-07-14
0,iShares Edge MSCI Min Vol EAFE Units,34.55,34.69 - 34.92,,34.7,28.85 - 39.35,,4608.0,,,6135.0,,,- 4.35%,,Equity,2020-07-14
0,BMO MSCI Europe High Quality CAD He,22.82,22.81 - 23.06,,22.82,17.33 - 25.07,,3288.0,,,18803.0,,,4.68%,,Equity,2020-07-14
0,iShares Global Water Common Class,38.3,38.29 - 38.72,,38.29,30 - 43.34,,,,,4220.0,,,5.18%,,Equity,2020-07-14
0,BMO S&P 500 (CAD Hedged),46.05,45.48 - 46.12,,45.48,31.47 - 50.08,,6584.0,,,14291.0,,,3.41%,,Equity,2020-07-14
0,Horizons S&P 500,83.76,83.49 - 84.96,,83.49,61.75 - 87.01,,6789.0,,,53507.0,,,12.54%,,Equity,2020-07-14
0,BMO Mid Term US IG Corp Bond Hdg,15.85,15.86 - 15.91,,15.89,12.18 - 15.94,,11328.0,,,7838.0,,,5.51%,,,2020-07-14
0,iShares Canadian Fundamental C,13.27,13.36 - 13.36,,13.36,9.85 - 16.91,,171.0,,,6041.0,,,- 15.17%,,Equity,2020-07-14
0,Horizons Equal Weight Canada Banks,18.3,18.23 - 18.23,,18.23,13.52 - 22.34,,724.0,,,7119.0,,,- 12.36%,,Equity,2020-07-14
0,Mackenzie Global High Yield Fixed Income,18.95,18.87 - 18.91,,18.91,15.48 - 19.84,,1805.0,,,3101.0,,,- 3.03%,,,2020-07-14
0,iShares MSCI Europe IMI CAD Hedged,23.47,23.23 - 23.5,,23.23,17 - 27.42,,20188.0,,,4171.0,,,- 6.15%,,Equity,2020-07-14
0,iShares Core MSCI US Quality Dividend,21.58,21.67 - 21.81,,21.67,17.6 - 24.31,,4649.0,,,9235.0,,,- 2.42%,,Equity,2020-07-14
0,iShares Global Healthcare (CAD Hedged),54.15,54.19 - 55,,54.19,40.15 - 56.15,,7521.0,,,11364.0,,,13.57%,,Equity,2020-07-14
0,Sphere FTSE EM Yield,7.8,7.8 - 7.8,,7.8,6.21 - 9.97,,,,,2635.0,,,- 20.97%,,Equity,2020-07-14
0,iShares Gold Bullion (Non Hedged),21.25,21.14 - 21.33,,21.23,16.05 - 21.41,,36323.0,,,72763.0,,,32.59%,,Commodity,2020-07-14
0,PowerShares QQQ CAD Hedged,88.41,86.46 - 89.09,,87.2,56.1 - 92.19,,39681.0,,,15617.0,,,32.14%,,Equity,2020-07-14
0,Vanguard FTSE Dev All Cap Ex US,33.7,33.79 - 34.22,,33.79,23 - 36.92,,17102.0,,,29222.0,,,0.09%,,Equity,2020-07-14
0,First Asset Morningstar Canada Value Common Class,14.04,13.98 - 14.05,,13.98,8.37 - 15.67,,2586.0,,,5098.0,,,- 1.89%,,Equity,2020-07-14
0,BMO SIA Focused North American Equity Fund ETF Ser,31.23,31.08 - 31.88,,31.08,28.69 - 36.78,,12380.0,,,13408.0,,,- 5.12%,,Equity,2020-07-14
0,BMO Conservative,32.86,32.85 - 32.86,,32.85,26.28 - 33.05,,3310.0,,,1281.0,,,5.08%,,Equity,2020-07-14
0,AGFiQ Enhanced Global ESG Factors,29.39,29 - 29.22,,29.0,21.69 - 30.19,,3051.0,,,2287.0,,,7.35%,,Equity,2020-07-14
0,Horizons Active Cdn Bond Common Class,11.03,11.01 - 11.06,,11.05,8.1 - 11.16,,5901.0,,,4827.0,,,7.59%,,,2020-07-14
0,BMO Global Infrastructure,36.39,36.45 - 37.04,,36.45,28.82 - 44.59,,3935.0,,,6112.0,,,- 6.09%,,Equity,2020-07-14
0,Sprott Physical Gold,19.71,19.68 - 19.8,,19.72,14.78 - 19.9,,97041.0,1930000000.0,,78759.0,,0.12,33.58%,196439988.0,Commodity,2020-07-14
0,iShares S&P/TSX Capped Consumer Staples,64.22,64.6 - 65,,64.6,51.88 - 67.5,,1883.0,,,4669.0,,,4.37%,,Equity,2020-07-14
0,PowerShares S&P 500 Low Volatility (CAD Hedged),37.86,37.82 - 38.36,,37.82,28.38 - 47.14,,4119.0,,,4336.0,,,- 10.73%,,Equity,2020-07-14
0,Blockchain Technologies,7.92,7.66 - 7.8,,7.8,4.62 - 8.12,,551.0,,,2439.0,,,11.5%,,Equity,2020-07-14
0,iShares Short Term Strategic Fixed,18.62,18.61 - 18.62,,18.61,15.5 - 19.2,,11040.0,,,5597.0,,,- 2%,,,2020-07-14
0,RBC Quant Global Infrastructure Leaders,18.32,18.35 - 18.35,,18.35,15.6 - 22.22,,,,,960.0,,,- 12.12%,,Equity,2020-07-14
0,Mackenzie Maximum Diversification All World DM ex,22.35,22.17 - 22.45,,22.45,17.52 - 23,,,,,4007.0,,,2.45%,,Equity,2020-07-14
0,RBC Quant US Dividend Leaders CAD,27.19,27.58 - 27.58,,27.58,18.61 - 30.35,,,,,2657.0,,,0.47%,,Equity,2020-07-14
0,iShares Canadian Value,21.48,21.53 - 21.64,,21.53,15.91 - 27.29,,2575.0,,,8151.0,,,- 16.45%,,Equity,2020-07-14
0,iShares Short Duration High Income Common,16.57,16.65 - 16.68,,16.65,13.18 - 17.8,,1000.0,,,4302.0,,,- 5.07%,,,2020-07-14
0,Invesco S&P Europe 350 Equal Weight CAD Hgd,17.3,17.34 - 17.35,,17.35,14.7 - 21.37,,,,,7583.0,,,,,Equity,2020-07-14
0,BMO S&P/TSX Equal Weight Global Base Metals (CAD H,35.42,35.3 - 35.79,,35.3,19.99 - 45.7,,768.0,,,1775.0,,,- 18.43%,,Equity,2020-07-14
0,BMO Covered Call US Banks,20.9,20.39 - 20.88,,20.88,17 - 33.18,,6313.0,,,8403.0,,,- 31.82%,,Equity,2020-07-14
0,Hamilton Capital Global Bank Units,15.3,15.35 - 15.35,,15.35,10.8 - 21.34,,,,,1684.0,,,- 23.33%,,Equity,2020-07-14
0,Horizons Enhanced Income Equity Common Class,5.26,5.31 - 5.31,,5.31,3.3 - 6.58,,,,,2123.0,,,- 18.68%,,Equity,2020-07-14
0,Mackenzie Core Plus Global Fixed,20.27,20.18 - 20.29,,20.18,17.76 - 20.47,,2005.0,,,3300.0,,,3.79%,,Equity,2020-07-14
0,Horizons Silver,9.86,9.74 - 9.87,,9.74,6.06 - 10.25,,13313.0,,,12458.0,,,21.55%,,Commodity,2020-07-14
0,iShares MSCI Europe IMI,23.0,22.95 - 23.1,,22.95,17.22 - 25.35,,12344.0,,,2896.0,,,- 1.03%,,Equity,2020-07-14
0,Horizons Natural Gas,7.37,7.31 - 7.31,,7.31,6.27 - 8.59,,,,,12337.0,,,- 2.53%,,Commodity,2020-07-14
0,RBC Target 2022 Corporate Bond,19.99,19.97 - 19.99,,19.97,17.56 - 19.99,,1200.0,,,2214.0,,,1.42%,,,2020-07-14
0,iShares Core MSCI EAFE IMI CAD Hdg,21.51,21.54 - 21.79,,21.54,14.05 - 24.97,,28307.0,,,13533.0,,,- 4.6%,,Equity,2020-07-14
0,BMO Low Vol Int Eq CAD hdg,22.5,22.39 - 22.59,,22.39,18.71 - 26.78,,1463.0,,,3337.0,,,- 9.57%,,Equity,2020-07-14
0,BMO Long-Term US Treasury Bond,70.1,70.49 - 70.78,,70.75,53.53 - 76.13,,4216.0,,,10754.0,,,31.94%,,,2020-07-14
0,First Trust Emerging Markets Small Cap AlphaDEX,21.77,21.87 - 21.9,,21.87,15.54 - 26.05,,,,,1049.0,,,- 9.17%,,Equity,2020-07-14
0,iShares Core MSCI Global Quality Dividend,19.7,19.77 - 20.07,,19.77,16.06 - 22.34,,3982.0,,,12773.0,,,- 3.56%,,Equity,2020-07-14
0,BMO US Preferred Share,24.36,24.3 - 24.31,,24.3,17.18 - 26.43,,338.0,,,3376.0,,,- 2.72%,,Equity,2020-07-14
0,Dynamic iShares Active Tactical Bond,20.63,20.64 - 20.64,,20.64,17.5 - 21.28,,,,,2079.0,,,0.24%,,,2020-07-14
0,iShares MSCI Emerging Markets,32.64,32.13 - 32.56,,32.13,24 - 33.65,,1368.0,,,6813.0,,,3.83%,,Equity,2020-07-14
0,RBC Quant US Dividend Leaders,37.38,37 - 37.36,,37.0,27.28 - 40,,13137.0,,,5746.0,,,5.63%,,Equity,2020-07-14
0,Horizons Active Global Dividend Common Class,23.07,23.14 - 23.14,,23.14,16.3 - 25.49,,176.0,,,6179.0,,,2.53%,,Equity,2020-07-14
0,Horizons Robotics and Automation,25.17,24.95 - 25.35,,24.98,13.1 - 25.62,,1113.0,,,2697.0,,,20.03%,,Equity,2020-07-14
0,BMO Low Volatility US Equity CAD He,25.29,25.56 - 25.57,,25.56,19.11 - 29.37,,600.0,,,6735.0,,,- 3.55%,,Equity,2020-07-14
0,Horizons Gold,15.37,15.33 - 15.48,,15.34,12.32 - 15.56,,1016.0,,,7357.0,,,24.44%,,Commodity,2020-07-14
0,Purpose Emerging Markets Dividend,16.54,16.4 - 16.64,,16.4,13.48 - 20,,1252.0,,,4530.0,,,- 14.36%,,Equity,2020-07-14
0,BMO US Dividend CAD Hedged,20.5,20.5 - 20.5,,20.5,15.22 - 26.3,,1100.0,,,4341.0,,,- 15.67%,,Equity,2020-07-14
0,iShares Edge MSCI Min Vol USA CAD Hdg,26.64,26.34 - 26.59,,26.34,19.5 - 30.75,,4702.0,,,3828.0,,,- 5.34%,,Equity,2020-07-14
0,iShares Core MSCI Canadian Quality Dividend,17.85,17.75 - 18.02,,17.75,13.57 - 23.69,,5585.0,,,36374.0,,,- 14.88%,,Equity,2020-07-14
0,iShares S&P/TSX North American Preferred Stock (CA,15.08,14.99 - 15.05,,15.01,9.62 - 17.15,,5799.0,,,3860.0,,,- 10.23%,,,2020-07-14
0,Marijuana Opportunities,16.28,15.75 - 15.94,,15.94,8.5 - 27.75,,510.0,,,1255.0,,,- 40.11%,,Equity,2020-07-14
0,Evolve Automobile Innovation Hedged,30.12,29.67 - 30,,29.77,14.61 - 31.67,,1313.0,,,2532.0,,,55.19%,,Equity,2020-07-14
0,First Asset Canadian Buyback,20.12,20.41 - 20.43,,20.41,15.08 - 25.9,,,,,1395.0,,,- 17.79%,,Equity,2020-07-14
0,Bristol Gate Concentrated US Equity,27.04,26.66 - 26.94,,26.66,19.85 - 29.6,,1140.0,,,1708.0,,,4.14%,,Equity,2020-07-14
0,Horizons Actv CDN Muni Bnd E,10.22,10.2 - 10.2,,10.2,9.17 - 10.22,,700.0,,,3595.0,,,3.34%,,,2020-07-14
0,iShares Convertible Bond Common Class,16.85,16.85 - 16.87,,16.85,13.12 - 18.7,,8810.0,,,5143.0,,,- 9.69%,,,2020-07-14
0,iShares US Fundamental Hedged C,31.24,30.71 - 30.71,,31.07,21.21 - 37.22,,396.0,,,4145.0,,,- 10.13%,,Equity,2020-07-14
0,iShares US Dividend Growers (CAD Hedged) Common Cl,37.8,38.01 - 38.39,,38.17,27.96 - 46.3,,6263.0,,,9182.0,,,- 12.25%,,Equity,2020-07-14
0,TD Active Preferred Share Unit,7.17,7.14 - 7.2,,7.18,5 - 9.3,,4611.0,,,5979.0,,,- 19.96%,,Equity,2020-07-14
0,iShares 1-10Yr Laddered Government Bond Common Cla,19.24,19.25 - 19.26,,19.25,17.58 - 19.32,,4200.0,,,17259.0,,,3.66%,,,2020-07-14
0,WisdomTree US Quality Dividend Growth Non-Hedged,29.53,29.27 - 29.28,,29.27,23.93 - 30.92,,,,,5311.0,,,6.59%,,Equity,2020-07-14
0,TD Canadian Aggregate Bond,15.7,15.74 - 15.74,,15.74,13.49 - 16.11,,500.0,,,6605.0,,,6.5%,,,2020-07-14
0,Hamilton Capital Global Financials Yield,13.42,13.3 - 13.57,,13.57,9.98 - 17.2,,,,,4398.0,,,- 15.93%,,Equity,2020-07-14
0,iShares S&P/TSX Capped Materials,17.36,17.24 - 17.87,,17.25,9.73 - 18,,47990.0,,,26469.0,,,30.53%,,Equity,2020-07-14
0,Vanguard FTSE Dev All Cap ex Nor Am,26.83,26.84 - 27.12,,26.84,19.78 - 30.82,,15177.0,,,4308.0,,,- 4.41%,,Equity,2020-07-14
0,Vanguard US Div Appreciat CAD Hdg,40.22,40.47 - 40.85,,40.47,29.36 - 44.9,,7792.0,,,9499.0,,,0.42%,,Equity,2020-07-14
0,iShares US High Dividend Equity (CAD Hedged),25.39,25.51 - 25.66,,25.51,18.53 - 31.31,,1020.0,,,6234.0,,,- 15.17%,,Equity,2020-07-14
0,BMO NASDAQ 100 Equity,46.88,45.9 - 46.85,,46.54,31.63 - 48.5,,4321.0,,,7424.0,,,39.35%,,Equity,2020-07-14
0,Franklin LibertyQT Global Dividend,19.5,19.5 - 19.5,,19.5,16.01 - 22.21,,,,,3290.0,,,- 5.75%,,Equity,2020-07-14
0,BetaPro Marijuana Companies Inverse,33.3,31.76 - 32.94,,32.94,22.35 - 69.96,,,,,1953.0,,,43.76%,,Equity,2020-07-14
0,First Asset Active Util and Infr Co,11.56,11.46 - 11.77,,11.46,8.29 - 13.48,0.36,2354.0,21310000.0,4.38%,3486.0,30630000.0,0.53,3.88%,2091194.0,Equity,2020-07-14
0,Horizons Canadian Midstream Oil Gas,6.08,5.96 - 6.28,,5.96,3.65 - 9.25,,7103.0,,,12448.0,,,- 29.36%,,Equity,2020-07-14
0,Fidelity International High Dividend Index Units S,19.56,19.6 - 19.7,,19.62,16.44 - 25.65,,9476.0,,,3559.0,,,- 18.39%,,Equity,2020-07-14
0,iShares EM Fundamental Fund C,33.72,33.83 - 33.83,,33.83,26.48 - 39.41,,394.0,,,3266.0,,,- 10.07%,,Equity,2020-07-14
0,BMO SP TSX Equal Weight Global Gld,81.92,81.95 - 85.43,,82.0,35.35 - 86.95,,3630.0,,,10320.0,,,60.07%,,Equity,2020-07-14
0,BMO MSCI All Country World High Qua,40.65,40.1 - 40.63,,40.43,27.51 - 41.55,,4653.0,,,6562.0,,,20.24%,,Equity,2020-07-14
0,Starlight Global Real Estate Series,9.43,9.59 - 9.59,,9.59,7.4 - 11.68,,309.0,,,2686.0,,,- 6.89%,,Equity,2020-07-14
0,BMO High Yield Us Corporate Bond,19.63,19.55 - 19.55,,19.55,16.71 - 20.88,,1050.0,,,3068.0,,,- 3.98%,,,2020-07-14
0,Horizons US 7-10 Year Treasury Bond,66.99,67.28 - 67.59,,67.59,56.92 - 70.84,,3085.0,,,2966.0,,,18.7%,,,2020-07-14
